Attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Average Grade,Unemployment rate,Inflation rate,GDP,Target
1,1,1,28,6,8,1,1,0,1,0,19,0,0,12.7,3.7,-1.7,0
1,1,1,1,10,10,1,0,1,1,0,19,0,12,12.7,3.7,-1.7,0
1,1,3,1,2,6,1,0,1,0,0,19,0,11,12.7,3.7,-1.7,0
0,1,23,27,6,6,0,0,1,0,0,19,0,12,12.7,3.7,-1.7,0
1,1,22,27,6,10,1,0,1,0,1,19,0,13,12.7,3.7,-1.7,1
1,1,22,28,8,10,0,1,1,0,1,19,0,6,12.7,3.7,-1.7,1
1,1,2,3,3,3,1,0,1,0,0,19,0,11,12.7,3.7,-1.7,0
1,1,3,3,6,6,1,0,1,0,0,19,0,13,12.7,3.7,-1.7,0
1,1,23,27,10,10,0,0,1,0,1,19,0,13,12.7,3.7,-1.7,0
1,1,2,1,5,5,1,0,1,0,0,19,0,13,12.7,3.7,-1.7,0
1,1,22,14,10,10,1,0,1,0,0,19,0,14,12.7,3.7,-1.7,0
1,1,1,27,8,8,1,0,1,0,0,19,0,0,12.7,3.7,-1.7,1
1,1,23,14,5,11,1,0,1,0,0,19,0,13,12.7,3.7,-1.7,1
1,1,3,3,3,3,1,0,0,0,0,19,0,0,12.7,3.7,-1.7,1
1,1,1,1,2,5,1,0,1,0,0,19,0,0,12.7,3.7,-1.7,1
1,1,1,14,10,8,0,0,1,0,0,19,0,12,12.7,3.7,-1.7,0
1,1,23,28,10,9,1,0,1,0,1,19,0,13,12.7,3.7,-1.7,0
1,1,22,27,10,10,0,0,1,0,1,19,0,15,12.7,3.7,-1.7,0
1,1,13,27,10,10,1,0,1,0,0,19,0,13,12.7,3.7,-1.7,0
1,1,23,14,8,8,1,0,0,0,0,19,0,0,12.7,3.7,-1.7,1
1,1,22,27,10,10,1,0,1,0,0,19,0,13,12.7,3.7,-1.7,0
1,1,23,28,10,8,1,0,1,0,1,19,0,15,12.7,3.7,-1.7,0
1,1,1,28,5,10,0,0,1,0,0,19,0,12,12.7,3.7,-1.7,0
1,1,22,28,10,10,1,0,1,0,1,19,0,13,12.7,3.7,-1.7,0
1,1,13,1,7,6,1,0,1,0,0,19,0,13,12.7,3.7,-1.7,0
1,1,1,14,5,11,1,0,1,0,1,19,0,13,12.7,3.7,-1.7,0
1,1,13,14,4,4,1,0,1,0,1,19,0,12,12.7,3.7,-1.7,0
1,1,4,3,2,2,1,0,1,1,0,19,0,0,12.7,3.7,-1.7,0
1,14,1,14,5,9,0,0,1,0,0,19,0,0,12.7,3.7,-1.7,1
1,1,22,27,7,7,1,0,1,0,1,19,0,14,12.7,3.7,-1.7,0
1,1,23,28,10,10,1,0,1,0,1,19,0,0,12.7,3.7,-1.7,1
1,1,3,3,3,3,1,0,1,0,0,19,0,12,12.7,3.7,-1.7,0
1,1,1,14,10,5,1,0,1,0,1,19,0,14,12.7,3.7,-1.7,0
1,1,13,28,5,10,1,0,1,0,0,19,0,13,12.7,3.7,-1.7,1
1,1,13,1,6,4,1,0,1,0,1,19,0,12,12.7,3.7,-1.7,0
1,1,13,4,10,3,1,1,1,0,0,19,0,0,12.7,3.7,-1.7,0
1,1,3,1,3,10,1,0,1,0,0,19,0,13,12.7,3.7,-1.7,1
1,1,23,14,10,6,1,0,1,0,0,19,0,12,12.7,3.7,-1.7,0
1,1,13,28,4,4,1,0,0,0,0,19,0,11,12.7,3.7,-1.7,1
1,1,1,27,4,8,0,0,1,0,0,19,0,13,12.7,3.7,-1.7,0
1,1,1,14,10,10,0,0,1,1,1,19,0,13,12.7,3.7,-1.7,0
1,1,13,28,10,10,1,0,1,1,1,19,0,13,12.7,3.7,-1.7,0
1,1,13,14,8,10,0,0,1,0,1,19,0,14,12.7,3.7,-1.7,0
1,1,1,27,9,10,1,0,1,0,0,19,0,0,12.7,3.7,-1.7,1
1,1,1,3,6,3,1,0,1,1,0,19,0,0,12.7,3.7,-1.7,0
1,1,1,1,10,10,0,0,1,0,0,19,0,15,12.7,3.7,-1.7,0
1,1,13,28,10,10,1,0,1,0,1,18,0,13,12.7,3.7,-1.7,0
1,1,13,14,2,2,1,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,3,3,3,3,0,1,1,0,0,18,0,6,12.7,3.7,-1.7,1
1,1,13,14,5,5,0,0,1,1,0,18,0,12,12.7,3.7,-1.7,0
1,1,1,27,8,10,1,0,1,0,1,18,0,12,12.7,3.7,-1.7,0
1,1,23,28,10,9,1,0,1,0,0,18,0,12,12.7,3.7,-1.7,0
1,1,13,28,10,10,1,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,23,1,8,5,1,0,1,0,1,18,0,13,12.7,3.7,-1.7,0
1,1,1,27,5,6,1,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,4,1,3,4,1,0,1,0,0,18,0,15,12.7,3.7,-1.7,0
1,1,1,1,10,10,0,0,1,0,1,18,0,14,12.7,3.7,-1.7,0
1,1,13,14,10,6,1,0,1,0,0,18,0,13,12.7,3.7,-1.7,1
1,1,1,14,4,10,1,0,1,0,0,18,0,0,12.7,3.7,-1.7,0
1,1,1,14,5,6,0,0,1,0,0,18,0,0,12.7,3.7,-1.7,1
1,1,13,14,6,6,1,0,1,0,1,18,0,14,12.7,3.7,-1.7,0
1,1,13,27,5,6,0,0,1,0,1,18,0,14,12.7,3.7,-1.7,0
1,1,13,28,5,6,1,1,1,0,0,18,0,12,12.7,3.7,-1.7,0
1,1,22,27,5,10,1,0,1,0,1,18,0,11,12.7,3.7,-1.7,0
1,1,1,14,2,2,1,0,1,0,1,18,0,14,12.7,3.7,-1.7,0
1,1,22,1,8,8,1,0,1,0,1,18,0,12,12.7,3.7,-1.7,0
1,1,13,1,10,4,1,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,1,14,4,4,0,0,1,0,1,18,0,15,12.7,3.7,-1.7,0
1,1,1,27,10,10,1,0,1,0,1,18,0,14,12.7,3.7,-1.7,0
1,1,22,27,10,10,0,0,1,0,1,18,0,13,12.7,3.7,-1.7,0
1,1,1,1,4,4,0,0,1,0,1,18,0,12,12.7,3.7,-1.7,1
1,1,3,3,2,3,1,0,1,0,0,18,0,14,12.7,3.7,-1.7,0
1,1,1,28,5,6,0,0,1,1,0,18,0,12,12.7,3.7,-1.7,0
1,1,3,14,6,6,1,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,22,27,10,7,1,0,1,0,1,18,0,15,12.7,3.7,-1.7,0
1,1,13,27,6,6,0,0,1,0,1,18,0,14,12.7,3.7,-1.7,0
1,1,1,28,5,6,0,0,1,0,1,18,0,13,12.7,3.7,-1.7,0
1,1,13,27,10,13,1,1,0,0,1,18,0,6,12.7,3.7,-1.7,1
1,1,22,28,6,9,1,0,1,0,1,18,0,12,12.7,3.7,-1.7,0
1,1,13,14,10,6,0,1,1,0,1,18,0,13,12.7,3.7,-1.7,0
1,1,13,14,5,5,0,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,1,1,10,10,1,0,1,0,0,18,0,12,12.7,3.7,-1.7,0
1,1,23,28,8,8,1,0,1,0,1,18,0,15,12.7,3.7,-1.7,0
1,1,23,27,10,6,1,0,1,0,1,18,0,12,12.7,3.7,-1.7,0
1,1,13,14,10,10,1,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,13,28,6,8,1,0,1,0,1,18,0,13,12.7,3.7,-1.7,0
1,1,22,28,6,8,1,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,13,28,10,8,0,0,1,0,1,18,0,13,12.7,3.7,-1.7,0
1,1,1,1,5,9,1,1,0,0,1,18,0,11,12.7,3.7,-1.7,1
1,1,13,14,10,10,1,0,1,0,0,18,0,16,12.7,3.7,-1.7,0
1,1,13,14,12,8,0,0,0,0,0,18,0,0,12.7,3.7,-1.7,1
1,1,13,27,10,10,1,0,1,0,0,18,0,14,12.7,3.7,-1.7,0
1,1,4,14,5,4,1,0,0,1,0,18,0,0,12.7,3.7,-1.7,1
1,1,1,28,10,10,1,0,1,0,0,18,0,14,12.7,3.7,-1.7,0
1,1,1,1,6,6,1,0,1,1,0,18,0,14,12.7,3.7,-1.7,0
1,1,1,1,5,5,0,0,1,1,0,18,0,0,12.7,3.7,-1.7,1
1,1,13,27,10,10,1,0,1,0,1,18,0,12,12.7,3.7,-1.7,0
1,1,23,27,5,10,1,0,0,0,0,18,0,0,12.7,3.7,-1.7,1
1,1,1,1,6,8,1,0,1,0,1,18,1,0,12.7,3.7,-1.7,1
1,1,13,27,6,4,0,0,1,0,0,18,0,14,12.7,3.7,-1.7,0
1,1,22,14,10,9,0,1,1,0,0,18,0,12,12.7,3.7,-1.7,1
1,1,13,3,5,10,0,0,1,1,0,18,0,14,12.7,3.7,-1.7,0
1,1,1,14,5,11,1,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,1,1,4,5,0,1,1,0,0,18,0,12,12.7,3.7,-1.7,0
1,1,22,28,10,7,1,0,1,1,0,18,0,14,12.7,3.7,-1.7,0
1,1,1,14,5,6,1,0,1,0,0,18,0,5,12.7,3.7,-1.7,1
1,1,1,1,10,10,1,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,13,27,13,12,0,0,0,0,0,18,0,0,12.7,3.7,-1.7,1
1,1,5,4,3,2,0,0,1,0,0,18,0,16,12.7,3.7,-1.7,0
1,1,13,14,10,10,1,0,1,0,0,18,0,16,12.7,3.7,-1.7,0
1,1,13,28,2,2,1,0,1,0,0,18,0,14,12.7,3.7,-1.7,0
1,1,1,1,4,4,1,0,1,0,0,18,0,15,12.7,3.7,-1.7,0
1,1,1,1,5,5,1,0,1,1,0,18,0,13,12.7,3.7,-1.7,0
1,3,2,28,3,4,1,0,0,1,0,18,0,7,12.7,3.7,-1.7,1
1,1,13,27,10,9,1,0,1,1,0,18,0,16,12.7,3.7,-1.7,1
1,1,23,14,10,3,1,0,1,1,1,18,0,0,12.7,3.7,-1.7,0
1,1,13,14,10,10,1,0,1,0,1,18,0,14,12.7,3.7,-1.7,0
1,1,13,14,5,10,1,0,1,0,0,18,0,11,12.7,3.7,-1.7,0
1,1,13,1,10,6,1,0,1,0,1,18,0,12,12.7,3.7,-1.7,0
1,1,22,27,10,10,0,0,1,1,0,18,0,13,12.7,3.7,-1.7,0
1,1,1,14,5,11,1,0,1,0,0,18,0,12,12.7,3.7,-1.7,0
1,1,13,28,8,8,1,0,1,0,1,18,0,14,12.7,3.7,-1.7,0
1,1,13,27,10,10,1,0,1,0,1,18,0,0,12.7,3.7,-1.7,0
1,1,23,27,10,9,1,1,0,1,1,18,0,0,12.7,3.7,-1.7,0
1,1,1,1,4,7,1,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,13,14,10,10,1,0,1,0,0,18,0,12,12.7,3.7,-1.7,0
1,1,1,1,5,10,1,0,1,0,1,18,0,14,12.7,3.7,-1.7,0
1,1,1,14,4,4,0,0,1,0,1,18,0,13,12.7,3.7,-1.7,0
1,1,23,14,9,8,1,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,13,1,5,5,1,0,1,0,1,18,0,12,12.7,3.7,-1.7,1
1,1,13,14,8,8,1,0,1,0,1,18,0,5,12.7,3.7,-1.7,1
1,1,3,1,4,5,1,0,1,0,0,18,0,12,12.7,3.7,-1.7,0
1,1,23,27,10,8,1,0,1,0,0,18,0,12,12.7,3.7,-1.7,0
1,1,13,28,4,10,1,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,23,28,10,10,1,0,1,0,1,18,0,13,12.7,3.7,-1.7,0
1,1,13,28,10,6,0,0,1,0,0,18,0,13,12.7,3.7,-1.7,0
1,1,1,28,6,9,0,0,0,0,1,18,0,12,12.7,3.7,-1.7,1
1,1,1,1,5,5,1,0,1,0,0,18,0,14,12.7,3.7,-1.7,0
1,1,13,1,10,10,1,0,1,1,0,18,0,13,12.7,3.7,-1.7,0
1,1,23,28,6,8,1,0,1,1,1,18,0,13,12.7,3.7,-1.7,0
1,1,13,28,9,4,1,1,1,1,0,18,0,12,12.7,3.7,-1.7,1
1,1,13,28,6,6,1,0,1,0,0,18,0,12,12.7,3.7,-1.7,0
1,1,1,1,10,10,1,0,1,1,0,18,0,0,12.7,3.7,-1.7,1
1,1,13,27,6,9,0,0,1,1,0,18,0,7,12.7,3.7,-1.7,1
1,1,1,1,10,5,1,0,1,0,0,18,0,12,12.7,3.7,-1.7,0
1,1,13,28,10,10,0,0,1,1,1,18,0,12,12.7,3.7,-1.7,0
1,1,1,1,6,8,1,0,1,0,1,18,0,13,12.7,3.7,-1.7,0
1,1,1,1,6,10,0,0,1,0,1,18,1,14,12.7,3.7,-1.7,0
1,1,1,1,10,10,1,0,1,0,0,18,0,12,12.7,3.7,-1.7,1
1,1,2,28,4,9,1,0,1,0,0,18,0,12,12.7,3.7,-1.7,0
1,1,13,1,10,9,1,0,1,0,1,18,0,13,12.7,3.7,-1.7,0
1,1,1,1,10,11,0,0,1,0,0,18,0,14,12.7,3.7,-1.7,0
1,1,13,28,10,8,1,0,1,0,1,18,0,14,12.7,3.7,-1.7,0
1,1,22,27,8,10,1,0,0,0,1,18,0,0,12.7,3.7,-1.7,1
1,1,1,27,10,10,0,0,1,0,0,18,0,14,12.7,3.7,-1.7,0
1,1,1,28,6,6,0,0,1,0,1,18,0,12,12.7,3.7,-1.7,0
1,1,22,27,10,10,1,0,1,0,1,18,0,13,12.7,3.7,-1.7,0
1,1,23,28,10,9,0,0,1,1,0,18,0,10,12.7,3.7,-1.7,1
1,1,22,27,8,8,1,0,1,1,1,18,0,14,12.7,3.7,-1.7,0
0,1,22,27,10,10,0,0,1,0,0,58,0,12,9.4,-0.8,-3.12,0
1,13,22,27,10,8,1,0,1,1,0,57,0,14,9.4,-0.8,-3.12,0
1,2,22,27,10,10,0,0,0,1,0,57,0,12,9.4,-0.8,-3.12,1
1,1,22,27,10,8,1,0,1,0,1,53,0,11,9.4,-0.8,-3.12,0
1,12,22,28,10,10,0,0,1,1,0,53,0,12,9.4,-0.8,-3.12,0
1,9,1,1,10,10,1,0,1,1,0,52,0,14,9.4,-0.8,-3.12,0
1,1,22,27,10,9,0,0,1,0,0,50,0,13,9.4,-0.8,-3.12,0
0,12,19,24,1,1,0,0,1,0,0,48,0,11,9.4,-0.8,-3.12,1
0,1,22,14,10,11,0,0,1,1,0,47,0,11,9.4,-0.8,-3.12,0
1,1,22,27,10,10,0,0,1,0,0,47,0,0,9.4,-0.8,-3.12,1
1,1,22,17,1,5,0,0,1,1,0,47,0,14,9.4,-0.8,-3.12,1
1,1,22,27,10,10,1,0,1,0,0,46,0,12,9.4,-0.8,-3.12,0
0,1,19,24,1,1,0,0,1,0,0,45,0,12,9.4,-0.8,-3.12,1
1,12,19,24,1,1,0,1,0,1,0,45,0,0,9.4,-0.8,-3.12,1
0,1,22,1,10,3,0,0,1,1,0,43,0,13,9.4,-0.8,-3.12,0
1,1,22,27,7,7,0,0,1,1,0,43,0,14,9.4,-0.8,-3.12,0
0,1,22,27,10,10,0,0,1,0,0,43,0,12,9.4,-0.8,-3.12,0
0,1,22,1,10,11,1,0,1,0,0,43,0,13,9.4,-0.8,-3.12,0
1,1,22,27,6,8,0,0,1,1,0,43,0,0,9.4,-0.8,-3.12,1
0,3,22,27,10,10,0,0,1,0,1,43,0,12,9.4,-0.8,-3.12,0
0,12,22,27,10,10,1,0,1,1,0,41,0,12,9.4,-0.8,-3.12,0
0,14,22,27,10,10,0,0,1,0,0,41,0,12,9.4,-0.8,-3.12,0
0,1,21,12,10,11,1,0,1,1,0,41,0,10,9.4,-0.8,-3.12,1
0,1,22,27,1,7,0,0,0,0,0,41,0,0,9.4,-0.8,-3.12,1
1,1,22,27,10,11,0,0,1,0,0,41,0,14,9.4,-0.8,-3.12,0
1,1,22,27,10,10,0,0,1,0,0,41,0,13,9.4,-0.8,-3.12,0
1,1,22,27,10,7,0,0,1,0,0,40,0,11,9.4,-0.8,-3.12,0
0,1,22,27,2,5,1,0,0,1,0,40,0,11,9.4,-0.8,-3.12,1
1,12,22,27,6,8,0,0,0,0,0,40,0,12,9.4,-0.8,-3.12,1
0,1,22,27,10,11,0,1,0,0,0,39,0,0,9.4,-0.8,-3.12,1
1,1,22,27,10,11,0,1,0,0,0,39,0,0,9.4,-0.8,-3.12,1
1,1,22,27,5,11,0,1,1,0,1,39,0,11,9.4,-0.8,-3.12,0
1,1,23,27,5,8,1,0,0,0,0,39,0,11,9.4,-0.8,-3.12,1
0,1,22,27,6,2,1,0,1,0,0,38,0,12,9.4,-0.8,-3.12,1
0,2,22,27,10,10,0,0,1,0,0,38,0,11,9.4,-0.8,-3.12,1
0,1,22,27,6,7,0,0,1,0,1,38,0,13,9.4,-0.8,-3.12,0
0,1,22,27,10,8,0,0,1,0,1,38,0,11,9.4,-0.8,-3.12,0
0,12,19,24,1,1,0,0,1,1,0,38,0,0,9.4,-0.8,-3.12,1
0,2,22,27,10,10,0,0,0,0,0,38,0,13,9.4,-0.8,-3.12,1
0,6,22,27,10,10,0,0,1,1,0,37,0,17,9.4,-0.8,-3.12,0
0,7,22,27,9,11,1,0,1,0,0,37,0,0,9.4,-0.8,-3.12,1
0,11,19,24,1,1,1,0,0,0,0,37,0,0,9.4,-0.8,-3.12,1
0,1,22,27,10,10,0,0,1,1,0,37,0,13,9.4,-0.8,-3.12,0
0,1,19,24,1,1,1,0,1,1,0,37,0,0,9.4,-0.8,-3.12,1
0,1,22,27,7,4,0,1,1,1,0,37,0,12,9.4,-0.8,-3.12,1
0,1,22,27,7,6,1,0,1,0,0,36,0,0,9.4,-0.8,-3.12,1
1,1,22,27,10,10,0,0,1,1,1,36,0,12,9.4,-0.8,-3.12,0
0,2,22,27,10,9,0,0,1,0,0,36,0,11,9.4,-0.8,-3.12,0
1,12,23,1,10,5,0,0,1,0,1,35,0,14,9.4,-0.8,-3.12,0
1,1,22,27,10,10,0,0,0,0,0,35,0,12,9.4,-0.8,-3.12,1
0,1,19,24,1,1,0,0,1,0,1,35,0,12,9.4,-0.8,-3.12,0
0,1,22,10,10,10,0,1,1,1,0,35,0,11,9.4,-0.8,-3.12,1
0,1,22,27,10,10,0,0,0,1,0,35,0,14,9.4,-0.8,-3.12,0
1,1,19,24,1,1,1,0,1,1,0,35,0,12,9.4,-0.8,-3.12,1
1,6,19,24,1,1,0,0,1,1,0,35,0,7,9.4,-0.8,-3.12,1
1,1,19,24,1,1,0,0,1,1,0,35,0,5,9.4,-0.8,-3.12,1
1,1,22,27,10,10,0,0,1,0,0,35,0,12,9.4,-0.8,-3.12,0
1,1,22,27,12,12,0,0,0,0,0,35,0,11,9.4,-0.8,-3.12,1
1,1,22,27,10,10,1,0,0,0,0,34,0,0,9.4,-0.8,-3.12,1
1,1,13,27,5,8,0,0,1,1,0,34,0,12,9.4,-0.8,-3.12,0
1,1,22,14,8,4,0,1,1,0,1,34,0,16,9.4,-0.8,-3.12,0
0,1,1,1,7,7,0,0,1,1,0,34,0,14,9.4,-0.8,-3.12,0
0,1,22,14,10,4,0,0,1,0,0,34,0,12,9.4,-0.8,-3.12,0
0,1,22,27,10,11,0,0,1,0,0,34,0,0,9.4,-0.8,-3.12,0
0,1,22,27,10,11,0,0,1,0,0,34,0,12,9.4,-0.8,-3.12,0
0,1,22,27,10,10,0,0,1,0,0,34,0,11,9.4,-0.8,-3.12,1
1,1,22,27,10,10,0,1,1,1,1,34,0,14,9.4,-0.8,-3.12,0
1,1,22,27,5,8,1,0,1,0,0,34,0,13,9.4,-0.8,-3.12,0
0,10,19,24,1,1,0,0,0,0,0,34,0,13,9.4,-0.8,-3.12,1
0,1,22,27,10,7,1,0,1,0,0,33,0,11,9.4,-0.8,-3.12,0
1,1,19,24,1,1,1,0,1,1,0,33,0,16,9.4,-0.8,-3.12,1
1,12,22,27,8,8,0,0,0,1,0,33,0,0,9.4,-0.8,-3.12,1
0,12,1,14,2,6,0,1,1,0,1,33,0,13,9.4,-0.8,-3.12,0
1,3,3,3,2,2,0,0,1,0,0,33,0,12,9.4,-0.8,-3.12,1
1,1,13,1,10,4,1,0,1,1,1,33,0,13,9.4,-0.8,-3.12,0
1,3,23,27,10,4,1,0,1,0,0,33,0,14,9.4,-0.8,-3.12,0
1,1,1,1,2,2,1,0,1,1,0,33,0,14,9.4,-0.8,-3.12,0
0,12,22,27,5,9,0,0,1,0,0,32,0,13,9.4,-0.8,-3.12,0
0,14,22,27,6,6,1,0,1,1,0,32,0,12,9.4,-0.8,-3.12,1
1,2,22,27,10,10,0,0,1,0,1,32,0,15,9.4,-0.8,-3.12,0
1,1,22,27,10,10,0,0,0,1,0,32,0,0,9.4,-0.8,-3.12,1
0,1,22,27,10,10,0,0,1,0,0,32,0,11,9.4,-0.8,-3.12,0
0,14,22,27,7,7,0,0,1,0,0,31,0,13,9.4,-0.8,-3.12,0
0,12,22,27,12,8,0,0,0,0,0,31,0,11,9.4,-0.8,-3.12,1
1,12,22,27,10,10,1,0,1,0,0,31,0,0,9.4,-0.8,-3.12,0
1,1,13,14,5,5,0,0,0,1,0,31,0,11,9.4,-0.8,-3.12,1
0,14,22,27,10,10,0,0,1,0,0,31,0,12,9.4,-0.8,-3.12,0
0,1,22,27,7,7,0,0,1,0,0,31,0,12,9.4,-0.8,-3.12,0
0,1,22,27,10,10,1,0,1,1,0,31,0,12,9.4,-0.8,-3.12,1
0,1,22,27,10,10,0,0,1,1,0,31,0,15,9.4,-0.8,-3.12,0
0,2,22,27,7,4,0,0,1,0,0,31,0,12,9.4,-0.8,-3.12,1
1,1,1,1,5,5,0,1,0,1,0,31,0,13,9.4,-0.8,-3.12,1
1,12,1,2,5,7,0,0,1,0,0,31,0,13,9.4,-0.8,-3.12,0
1,1,23,22,5,2,0,0,1,0,0,31,0,14,9.4,-0.8,-3.12,1
1,3,22,27,12,12,1,0,1,1,0,30,0,0,9.4,-0.8,-3.12,1
1,1,19,24,1,1,0,0,1,0,0,30,0,12,9.4,-0.8,-3.12,0
1,8,10,26,12,12,0,0,0,1,1,30,0,0,9.4,-0.8,-3.12,1
0,1,22,27,10,10,1,0,1,1,0,30,0,12,9.4,-0.8,-3.12,0
1,1,22,14,10,10,0,0,1,0,0,30,1,0,9.4,-0.8,-3.12,1
1,7,1,1,5,5,1,0,0,1,0,29,0,0,9.4,-0.8,-3.12,1
1,1,3,24,4,1,0,1,0,1,0,29,0,0,9.4,-0.8,-3.12,1
1,1,19,24,13,13,0,0,1,0,1,29,0,13,9.4,-0.8,-3.12,0
1,1,3,2,3,3,0,0,1,0,0,29,0,12,9.4,-0.8,-3.12,0
0,1,22,27,10,8,0,0,1,0,0,29,0,13,9.4,-0.8,-3.12,0
1,1,13,14,2,5,0,0,1,0,0,29,0,15,9.4,-0.8,-3.12,1
1,9,22,27,10,10,0,0,1,1,0,29,0,0,9.4,-0.8,-3.12,1
0,1,22,27,10,9,1,0,1,0,0,29,0,10,9.4,-0.8,-3.12,0
1,1,22,27,6,2,0,0,0,1,0,29,0,0,9.4,-0.8,-3.12,1
1,1,22,27,10,10,1,0,1,0,0,29,0,12,9.4,-0.8,-3.12,0
0,1,13,27,10,9,1,0,1,0,1,28,0,10,9.4,-0.8,-3.12,0
1,9,13,28,10,10,1,1,0,1,0,28,0,0,9.4,-0.8,-3.12,1
1,1,19,24,1,1,1,0,0,0,0,28,0,7,9.4,-0.8,-3.12,1
1,1,19,24,1,1,1,0,0,0,0,28,0,6,9.4,-0.8,-3.12,1
1,1,22,14,10,4,0,0,1,1,1,28,0,13,9.4,-0.8,-3.12,0
0,1,23,28,10,8,1,0,1,0,0,28,0,12,9.4,-0.8,-3.12,0
1,1,23,27,2,2,1,0,1,0,0,28,0,12,9.4,-0.8,-3.12,0
1,1,21,26,13,6,0,0,0,0,1,28,0,6,9.4,-0.8,-3.12,1
0,1,22,27,10,10,0,0,1,0,0,28,0,11,9.4,-0.8,-3.12,1
0,1,23,28,10,10,0,0,1,0,0,27,0,11,9.4,-0.8,-3.12,1
1,3,22,28,8,8,1,0,1,0,0,27,0,13,9.4,-0.8,-3.12,0
1,1,13,6,5,4,0,0,1,1,0,27,0,0,9.4,-0.8,-3.12,1
1,14,22,27,30,43,0,0,1,0,0,27,0,13,9.4,-0.8,-3.12,0
0,3,13,14,5,5,0,0,1,0,0,27,0,0,9.4,-0.8,-3.12,1
1,1,22,27,10,11,1,0,1,0,0,27,0,14,9.4,-0.8,-3.12,0
1,1,19,24,1,1,1,0,1,0,0,27,0,12,9.4,-0.8,-3.12,1
1,1,10,3,6,3,1,0,1,1,0,27,0,0,9.4,-0.8,-3.12,1
1,3,16,27,4,4,1,0,1,1,0,27,0,13,9.4,-0.8,-3.12,1
1,1,22,24,10,8,0,0,0,0,0,27,0,11,9.4,-0.8,-3.12,1
0,1,13,2,5,7,0,0,1,0,0,26,0,12,9.4,-0.8,-3.12,0
0,14,22,14,10,9,0,0,1,0,1,26,0,13,9.4,-0.8,-3.12,0
1,1,22,28,10,2,1,0,1,0,0,26,0,13,9.4,-0.8,-3.12,0
0,3,22,10,10,5,0,0,0,0,0,26,0,0,9.4,-0.8,-3.12,1
1,1,23,28,6,6,1,0,1,1,0,26,0,11,9.4,-0.8,-3.12,0
1,7,6,16,4,4,0,1,0,1,0,26,0,0,9.4,-0.8,-3.12,1
1,7,22,27,6,4,0,1,1,1,0,26,0,0,9.4,-0.8,-3.12,1
1,1,1,1,5,5,0,0,1,1,0,26,0,13,9.4,-0.8,-3.12,1
0,1,1,3,2,3,0,0,0,1,1,26,0,11,9.4,-0.8,-3.12,1
1,1,22,28,10,6,1,0,0,1,0,26,0,6,9.4,-0.8,-3.12,1
1,3,6,19,2,8,0,0,1,0,0,26,0,0,9.4,-0.8,-3.12,1
1,1,1,14,5,6,0,0,1,0,1,25,0,11,9.4,-0.8,-3.12,0
1,1,13,1,10,10,1,0,0,0,0,25,0,14,9.4,-0.8,-3.12,1
1,9,1,14,2,6,1,1,0,0,0,25,0,11,9.4,-0.8,-3.12,1
1,1,22,28,8,8,0,0,1,1,0,25,0,11,9.4,-0.8,-3.12,0
1,1,22,27,10,10,1,0,1,0,0,25,0,13,9.4,-0.8,-3.12,0
1,12,13,27,10,5,0,0,1,0,1,25,0,13,9.4,-0.8,-3.12,0
1,12,1,1,5,8,0,1,0,0,0,25,0,12,9.4,-0.8,-3.12,1
0,1,22,27,10,10,1,0,1,1,0,25,0,11,9.4,-0.8,-3.12,0
1,1,1,28,5,8,0,0,0,1,0,25,0,0,9.4,-0.8,-3.12,1
0,1,19,24,1,1,1,0,1,1,0,25,1,11,9.4,-0.8,-3.12,0
0,1,1,27,5,7,0,0,1,1,0,25,0,11,9.4,-0.8,-3.12,0
1,9,22,27,6,8,1,0,1,1,0,25,0,11,9.4,-0.8,-3.12,0
1,1,23,27,6,8,1,0,1,0,1,25,0,13,9.4,-0.8,-3.12,0
1,9,22,27,10,10,0,0,1,0,0,25,0,0,9.4,-0.8,-3.12,1
0,1,22,27,10,10,1,0,0,1,0,25,0,0,9.4,-0.8,-3.12,1
0,1,13,27,9,8,1,0,1,0,0,24,0,5,9.4,-0.8,-3.12,1
1,1,3,3,2,2,1,0,1,0,0,24,0,13,9.4,-0.8,-3.12,0
1,1,3,1,3,11,1,0,1,1,0,24,0,0,9.4,-0.8,-3.12,0
0,1,1,27,5,8,1,0,1,0,0,24,0,14,9.4,-0.8,-3.12,0
1,1,22,27,10,10,0,0,1,1,0,24,0,14,9.4,-0.8,-3.12,0
1,1,23,14,10,10,1,0,1,0,0,24,0,16,9.4,-0.8,-3.12,0
